id,sequence,task,choices,response,domain,response_type,group
2STVj36,10,Some;actuaries;opticians/All;opticians;boxers,All;actuaries;boxers|All;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|NVC,Some;actuaries;boxers,syllogistic,single-choice,b
2STVj36,11,Some;climbers;therapists/Some;skaters;climbers,All;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|NVC,Some;therapists;skaters,syllogistic,single-choice,b
2STVj36,12,Some not;climbers;tellers/Some;doctors;tellers,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|NVC,Some not;doctors;climbers,syllogistic,single-choice,b
2STVj36,13,All;gamblers;sculptors/Some;bakers;gamblers,All;sculptors;bakers|All;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|NVC,Some not;sculptors;bakers,syllogistic,single-choice,b
2STVj36,14,No;jugglers;investors/Some not;investors;barbers,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|NVC,Some not;jugglers;barbers,syllogistic,single-choice,b
2STVj36,15,Some not;dentists;lifeguards/Some;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,Some;lifeguards;plumbers,syllogistic,single-choice,b
2STVj36,16,No;divers;carpenters/Some not;linguists;divers,All;carpenters;linguists|All;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|NVC,Some not;linguists;carpenters,syllogistic,single-choice,b
2STVj36,17,Some;managers;clerks/Some;managers;models,All;clerks;models|All;models;clerks|Some;clerks;models|Some;models;clerks|No;clerks;models|No;models;clerks|Some not;clerks;models|Some not;models;clerks|NVC,Some;clerks;models,syllogistic,single-choice,b
2STVj36,18,All;analysts;novelists/No;travelers;analysts,All;novelists;travelers|All;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|No;novelists;travelers|No;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|NVC,No;novelists;travelers,syllogistic,single-choice,b
2STVj36,19,All;pilots;tailors/All;singers;tailors,All;pilots;singers|All;singers;pilots|Some;pilots;singers|Some;singers;pilots|No;pilots;singers|No;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|NVC,All;pilots;singers,syllogistic,single-choice,b
2STVj36,20,All;climbers;tellers/Some not;doctors;climbers,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|NVC,Some;tellers;doctors,syllogistic,single-choice,b
2STVj36,21,All;tutors;butchers/No;butchers;packers,All;tutors;packers|All;packers;tutors|Some;tutors;packers|Some;packers;tutors|No;tutors;packers|No;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|NVC,No;tutors;packers,syllogistic,single-choice,b
2STVj36,22,No;riders;joggers/All;counselors;riders,All;joggers;counselors|All;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|No;joggers;counselors|No;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|NVC,No;counselors;joggers,syllogistic,single-choice,b
2STVj36,23,Some not;fencers;campers/Some not;engineers;fencers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|No;campers;engineers|No;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|NVC,Some;campers;engineers,syllogistic,single-choice,b
2STVj36,24,Some;riders;joggers/No;riders;counselors,All;joggers;counselors|All;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|No;joggers;counselors|No;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|NVC,Some;joggers;counselors,syllogistic,single-choice,b
2STVj36,25,Some;actors;painters/Some;painters;workers,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|No;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors|NVC,Some;actors;workers,syllogistic,single-choice,b
2STVj36,26,Some not;skaters;poets/No;miners;poets,All;skaters;miners|All;miners;skaters|Some;skaters;miners|Some;miners;skaters|No;skaters;miners|No;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|NVC,Some;skaters;miners,syllogistic,single-choice,b
2STVj36,27,Some not;porters;brewers/No;brewers;judges,All;porters;judges|All;judges;porters|Some;porters;judges|Some;judges;porters|No;porters;judges|No;judges;porters|Some not;porters;judges|Some not;judges;porters|NVC,Some not;judges;porters,syllogistic,single-choice,b
2STVj36,28,All;workers;actors/Some;actors;painters,All;workers;painters|All;painters;workers|Some;workers;painters|Some;painters;workers|No;workers;painters|No;painters;workers|Some not;workers;painters|Some not;painters;workers|NVC,All;painters;workers,syllogistic,single-choice,b
2STVj36,29,No;athletes;hunters/Some;lawyers;athletes,All;hunters;lawyers|All;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|NVC,Some;hunters;lawyers,syllogistic,single-choice,b
2STVj36,30,Some not;students;buyers/All;buyers;cyclists,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|No;students;cyclists|No;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|NVC,Some;students;cyclists,syllogistic,single-choice,b
2STVj36,31,No;architects;trainers/Some;designers;trainers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|No;architects;designers|No;designers;architects|Some not;architects;designers|Some not;designers;architects|NVC,Some not;designers;architects,syllogistic,single-choice,b
2STVj36,32,No;actuaries;boxers/Some;actuaries;opticians,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|NVC,No;opticians;boxers,syllogistic,single-choice,b
2STVj36,33,Some;writers;hikers/No;drivers;hikers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|No;writers;drivers|No;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|NVC,Some;writers;drivers,syllogistic,single-choice,b
2STVj36,34,All;scholars;assistants/Some;scholars;farmers,All;assistants;farmers|All;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|No;assistants;farmers|No;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|NVC,All;farmers;assistants,syllogistic,single-choice,b
2STVj36,35,Some;campers;fencers/All;engineers;fencers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|No;campers;engineers|No;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|NVC,All;engineers;campers,syllogistic,single-choice,b
2STVj36,36,No;gamblers;bakers/All;sculptors;bakers,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|NVC,No;sculptors;gamblers,syllogistic,single-choice,b
2STVj36,37,All;cleaners;painters/All;cleaners;auditors,All;painters;auditors|All;auditors;painters|Some;painters;auditors|Some;auditors;painters|No;painters;auditors|No;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|NVC,All;auditors;painters,syllogistic,single-choice,b
2STVj36,38,Some not;brewers;judges/All;porters;judges,All;brewers;porters|All;porters;brewers|Some;brewers;porters|Some;porters;brewers|No;brewers;porters|No;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|NVC,Some;brewers;porters,syllogistic,single-choice,b
2STVj36,39,Some;pilots;tailors/No;singers;pilots,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,Some not;singers;tailors,syllogistic,single-choice,b
2STVj36,40,No;surfers;planners/All;planners;artists,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,No;surfers;artists,syllogistic,single-choice,b
2STVj36,41,Some;lifeguards;dentists/Some not;dentists;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,Some;lifeguards;plumbers,syllogistic,single-choice,b
2STVj36,42,All;golfers;teachers/Some not;teachers;bankers,All;golfers;bankers|All;bankers;golfers|Some;golfers;bankers|Some;bankers;golfers|No;golfers;bankers|No;bankers;golfers|Some not;golfers;bankers|Some not;bankers;golfers|NVC,Some not;bankers;golfers,syllogistic,single-choice,b
2STVj36,43,All;runners;scientists/Some not;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|No;runners;chefs|No;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|NVC,Some;runners;chefs,syllogistic,single-choice,b
2STVj36,44,Some not;florists;editors/Some not;soldiers;editors,All;florists;soldiers|All;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|No;florists;soldiers|No;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|NVC,Some;florists;soldiers,syllogistic,single-choice,b
2STVj36,45,No;nurses;drillers/Some not;actors;drillers,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|No;nurses;actors|No;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|NVC,Some not;actors;nurses,syllogistic,single-choice,b
2STVj36,46,Some not;jugglers;barbers/Some not;jugglers;investors,All;barbers;investors|All;investors;barbers|Some;barbers;investors|Some;investors;barbers|No;barbers;investors|No;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|NVC,Some not;investors;barbers,syllogistic,single-choice,b
2STVj36,47,No;brokers;secretaries/No;brokers;agents,All;secretaries;agents|All;agents;secretaries|Some;secretaries;agents|Some;agents;secretaries|No;secretaries;agents|No;agents;secretaries|Some not;secretaries;agents|Some not;agents;secretaries|NVC,No;secretaries;agents,syllogistic,single-choice,b
2STVj36,48,No;dancers;typists/Some;typists;boxers,All;dancers;boxers|All;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|No;dancers;boxers|No;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|NVC,No;dancers;boxers,syllogistic,single-choice,b
2STVj36,49,All;hikers;writers/All;writers;drivers,All;hikers;drivers|All;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|No;hikers;drivers|No;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|NVC,All;drivers;hikers,syllogistic,single-choice,b
2STVj36,50,All;waiters;cashiers/No;poets;cashiers,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|No;waiters;poets|No;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|NVC,No;waiters;poets,syllogistic,single-choice,b
2STVj36,51,All;sailors;potters/Some not;sailors;chemists,All;potters;chemists|All;chemists;potters|Some;potters;chemists|Some;chemists;potters|No;potters;chemists|No;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|NVC,Some not;chemists;potters,syllogistic,single-choice,b
2STVj36,52,Some;tutors;butchers/Some not;packers;tutors,All;butchers;packers|All;packers;butchers|Some;butchers;packers|Some;packers;butchers|No;butchers;packers|No;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|NVC,Some;butchers;packers,syllogistic,single-choice,b
2STVj36,53,Some;analysts;travelers/Some not;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|No;analysts;novelists|No;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|NVC,Some not;novelists;analysts,syllogistic,single-choice,b
2STVj36,54,No;surfers;artists/No;planners;surfers,All;artists;planners|All;planners;artists|Some;artists;planners|Some;planners;artists|No;artists;planners|No;planners;artists|Some not;artists;planners|Some not;planners;artists|NVC,No;planners;artists,syllogistic,single-choice,b
2STVj36,55,All;chefs;scientists/All;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,All;scientists;runners,syllogistic,single-choice,b
2STVj36,56,Some not;carpenters;linguists/No;carpenters;divers,All;linguists;divers|All;divers;linguists|Some;linguists;divers|Some;divers;linguists|No;linguists;divers|No;divers;linguists|Some not;linguists;divers|Some not;divers;linguists|NVC,Some;linguists;divers,syllogistic,single-choice,b
2STVj36,57,Some;cooks;swimmers/Some not;cooks;mayors,All;swimmers;mayors|All;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|No;swimmers;mayors|No;mayors;swimmers|Some not;swimmers;mayors|Some not;mayors;swimmers|NVC,Some not;mayors;swimmers,syllogistic,single-choice,b
2STVj36,58,No;florists;editors/No;editors;soldiers,All;florists;soldiers|All;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|No;florists;soldiers|No;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|NVC,No;soldiers;florists,syllogistic,single-choice,b
2STVj36,59,Some not;models;clerks/Some not;clerks;managers,All;models;managers|All;managers;models|Some;models;managers|Some;managers;models|No;models;managers|No;managers;models|Some not;models;managers|Some not;managers;models|NVC,Some not;managers;models,syllogistic,single-choice,b
2STVj36,60,No;painters;auditors/No;cleaners;auditors,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|No;painters;cleaners|No;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|NVC,No;cleaners;painters,syllogistic,single-choice,b
2STVj36,61,All;potters;sailors/No;potters;chemists,All;sailors;chemists|All;chemists;sailors|Some;sailors;chemists|Some;chemists;sailors|No;sailors;chemists|No;chemists;sailors|Some not;sailors;chemists|Some not;chemists;sailors|NVC,All;sailors;chemists,syllogistic,single-choice,b
2STVj36,62,Some not;boxers;typists/Some;boxers;dancers,All;typists;dancers|All;dancers;typists|Some;typists;dancers|Some;dancers;typists|No;typists;dancers|No;dancers;typists|Some not;typists;dancers|Some not;dancers;typists|NVC,Some;typists;dancers,syllogistic,single-choice,b
2STVj36,63,Some not;scholars;assistants/All;farmers;scholars,All;assistants;farmers|All;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|No;assistants;farmers|No;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|NVC,Some;assistants;farmers,syllogistic,single-choice,b
5Ui7mX6,0,Some not;plumbers;lifeguards/All;dentists;lifeguards,All;plumbers;dentists|All;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|NVC,Some;dentists;plumbers,syllogistic,single-choice,b
5Ui7mX6,1,No;novelists;analysts/All;travelers;analysts,All;novelists;travelers|All;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|No;novelists;travelers|No;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|NVC,No;novelists;travelers,syllogistic,single-choice,b
5Ui7mX6,2,Some not;secretaries;brokers/Some;agents;secretaries,All;brokers;agents|All;agents;brokers|Some;brokers;agents|Some;agents;brokers|No;brokers;agents|No;agents;brokers|Some not;brokers;agents|Some not;agents;brokers|NVC,Some;agents;brokers,syllogistic,single-choice,b
5Ui7mX6,3,All;therapists;skaters/Some;climbers;therapists,All;skaters;climbers|All;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|NVC,Some;climbers;skaters,syllogistic,single-choice,b
5Ui7mX6,4,No;agents;secretaries/All;brokers;agents,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,No;brokers;secretaries,syllogistic,single-choice,b
5Ui7mX6,5,Some not;lawyers;hunters/Some not;hunters;athletes,All;lawyers;athletes|All;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|NVC,Some;lawyers;athletes,syllogistic,single-choice,b
5Ui7mX6,6,Some not;nurses;drillers/All;nurses;actors,All;drillers;actors|All;actors;drillers|Some;drillers;actors|Some;actors;drillers|No;drillers;actors|No;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|NVC,Some not;actors;drillers,syllogistic,single-choice,b
5Ui7mX6,7,No;pilots;tailors/Some;tailors;singers,All;pilots;singers|All;singers;pilots|Some;pilots;singers|Some;singers;pilots|No;pilots;singers|No;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|NVC,No;pilots;singers,syllogistic,single-choice,b
5Ui7mX6,8,Some not;surfers;planners/All;planners;artists,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|No;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|NVC,Some;surfers;artists,syllogistic,single-choice,b
5Ui7mX6,9,No;sculptors;gamblers/No;sculptors;bakers,All;gamblers;bakers|All;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,10,No;teachers;bankers/No;golfers;bankers,All;teachers;golfers|All;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|No;teachers;golfers|No;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,11,No;boxers;opticians/Some not;boxers;actuaries,All;opticians;actuaries|All;actuaries;opticians|Some;opticians;actuaries|Some;actuaries;opticians|No;opticians;actuaries|No;actuaries;opticians|Some not;opticians;actuaries|Some not;actuaries;opticians|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,12,All;cashiers;waiters/Some not;poets;cashiers,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|No;waiters;poets|No;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,13,All;carpenters;divers/No;linguists;carpenters,All;divers;linguists|All;linguists;divers|Some;divers;linguists|Some;linguists;divers|No;divers;linguists|No;linguists;divers|Some not;divers;linguists|Some not;linguists;divers|NVC,No;linguists;divers,syllogistic,single-choice,b
5Ui7mX6,14,All;editors;florists/Some not;florists;soldiers,All;editors;soldiers|All;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|No;editors;soldiers|No;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|NVC,Some not;editors;soldiers,syllogistic,single-choice,b
5Ui7mX6,15,Some not;nurses;actors/No;drillers;actors,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,Some not;nurses;drillers,syllogistic,single-choice,b
5Ui7mX6,16,All;hikers;writers/Some not;hikers;drivers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|No;writers;drivers|No;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|NVC,Some not;writers;drivers,syllogistic,single-choice,b
5Ui7mX6,17,All;tailors;singers/No;tailors;pilots,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|No;singers;pilots|No;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,18,All;cooks;mayors/All;swimmers;cooks,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,All;mayors;swimmers,syllogistic,single-choice,b
5Ui7mX6,19,Some not;soldiers;florists/Some;florists;editors,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|No;soldiers;editors|No;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|NVC,Some;soldiers;editors,syllogistic,single-choice,b
5Ui7mX6,20,Some;potters;sailors/No;potters;chemists,All;sailors;chemists|All;chemists;sailors|Some;sailors;chemists|Some;chemists;sailors|No;sailors;chemists|No;chemists;sailors|Some not;sailors;chemists|Some not;chemists;sailors|NVC,Some;sailors;chemists,syllogistic,single-choice,b
5Ui7mX6,21,All;travelers;analysts/All;analysts;novelists,All;travelers;novelists|All;novelists;travelers|Some;travelers;novelists|Some;novelists;travelers|No;travelers;novelists|No;novelists;travelers|Some not;travelers;novelists|Some not;novelists;travelers|NVC,All;travelers;novelists,syllogistic,single-choice,b
5Ui7mX6,22,No;skaters;therapists/Some not;therapists;climbers,All;skaters;climbers|All;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,23,Some;cleaners;painters/All;auditors;cleaners,All;painters;auditors|All;auditors;painters|Some;painters;auditors|Some;auditors;painters|No;painters;auditors|No;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|NVC,Some;painters;auditors,syllogistic,single-choice,b
5Ui7mX6,24,All;golfers;teachers/Some;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,Some;teachers;bankers,syllogistic,single-choice,b
5Ui7mX6,25,All;students;cyclists/Some not;buyers;cyclists,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,Some;students;buyers,syllogistic,single-choice,b
5Ui7mX6,26,Some not;chemists;sailors/No;sailors;potters,All;chemists;potters|All;potters;chemists|Some;chemists;potters|Some;potters;chemists|No;chemists;potters|No;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|NVC,Some;chemists;potters,syllogistic,single-choice,b
5Ui7mX6,27,Some not;poets;miners/All;skaters;poets,All;miners;skaters|All;skaters;miners|Some;miners;skaters|Some;skaters;miners|No;miners;skaters|No;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|NVC,Some;skaters;miners,syllogistic,single-choice,b
5Ui7mX6,28,Some;farmers;scholars/Some not;assistants;farmers,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|NVC,Some;scholars;assistants,syllogistic,single-choice,b
5Ui7mX6,29,All;linguists;divers/All;carpenters;divers,All;linguists;carpenters|All;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|NVC,All;carpenters;linguists,syllogistic,single-choice,b
5Ui7mX6,30,No;writers;hikers/Some not;drivers;hikers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|No;writers;drivers|No;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|NVC,NVC,syllogistic,single-choice,b
5Ui7mX6,31,Some;bakers;gamblers/Some;bakers;sculptors,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|NVC,Some;gamblers;sculptors,syllogistic,single-choice,b
5Ui7mX6,32,Some;boxers;dancers/Some not;typists;dancers,All;boxers;typists|All;typists;boxers|Some;boxers;typists|Some;typists;boxers|No;boxers;typists|No;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|NVC,Some;typists;boxers,syllogistic,single-choice,b
5Ui7mX6,33,All;packers;tutors/Some;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,Some;packers;butchers,syllogistic,single-choice,b
5Ui7mX6,34,Some;campers;engineers/Some;engineers;fencers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,Some;campers;fencers,syllogistic,single-choice,b
